Username,Issue,PR-author,BugReport-author,Commented,Reviewer,Fix-type,Pattern-Structure,Downstream-driven-fix,Scenario
thouis,numpy/numpy#2056,False,True,False,False,PF2,PS3,False,62
charris,numpy/numpy#2056,False,False,True,False,PF2,PS3,False,62
josef-pkt,numpy/numpy#2056,False,False,True,False,PF2,PS3,False,62
jaimefrio,numpy/numpy#2056,False,False,True,False,PF2,PS3,False,62
jaimefrio,numpy/numpy#5858,True,False,True,False,PF2,PS3,False,62
charris,numpy/numpy#5858,False,False,True,False,PF2,PS3,False,62
josef-pkt,scipy/scipy#3354,False,True,False,False,PF2,PS3,False,62
ev-br,scipy/scipy#3354,False,False,True,False,PF2,PS3,False,62
jaimefrio,scipy/scipy#3354,False,False,True,False,PF2,PS3,False,62
argriffing,scipy/scipy#3354,False,False,True,False,PF2,PS3,False,62
taldcroft,numpy/numpy#4778,False,True,False,False,PF2,PS3,False,74
seberg,numpy/numpy#4778,False,False,True,False,PF2,PS3,False,74
juliantaylor,numpy/numpy#4778,False,False,True,False,PF2,PS3,False,74
juliantaylor,numpy/numpy#4782,True,False,False,False,PF2,PS3,False,74
charris,numpy/numpy#4782,False,False,True,False,PF2,PS3,False,74
taldcroft,numpy/numpy#4782,False,False,True,False,PF2,PS3,False,74
astrofrog,astropy/astropy#2281,False,True,True,False,PF2,PS3,False,74
mdboom,astropy/astropy#2281,False,False,True,False,PF2,PS3,False,74
taldcroft,astropy/astropy#2281,False,False,True,False,PF2,PS3,False,74
juliantaylor,astropy/astropy#2281,False,False,True,False,PF2,PS3,False,74
LeeKamentsky,scipy/scipy#2573,False,True,True,False,PF2,PS3,False,79
matthew-brett,scipy/scipy#2573,False,False,True,False,PF2,PS3,False,79
pv,scipy/scipy#2573,False,False,True,False,PF2,PS3,False,79
braymp,CellProfiler/CellProfiler#662,False,True,False,False,PF2,PS3,False,79
LeeKamentsky,CellProfiler/CellProfiler#662,False,False,True,False,PF2,PS3,False,79
josef-pkt,scipy/scipy#3522,False,True,True,False,PF2,PS3,False,83
rgommers,scipy/scipy#3522,False,False,True,False,PF2,PS3,False,83
rgommers,scipy/scipy#3523,True,False,True,False,PF2,PS3,False,83
ev-br,scipy/scipy#3523,False,False,True,False,PF2,PS3,False,83
josef-pkt,scipy/scipy#3523,False,False,True,False,PF2,PS3,False,83
jseabold,statsmodels/statsmodels#1548,False,True,False,False,PF2,PS3,False,83
josef-pkt,statsmodels/statsmodels#1548,False,False,True,False,PF2,PS3,False,83
embray,numpy/numpy#5251,True,False,True,False,PF4,PS4,True,7
charris,numpy/numpy#5251,False,False,True,False,PF4,PS4,True,7
juliantaylor,numpy/numpy#5251,False,False,True,False,PF4,PS4,True,7
NeilGirdhar,numpy/numpy#5251,False,False,True,False,PF4,PS4,True,7
embray,astropy/astropy#3052,True,False,True,False,PF4,PS4,True,7
mhvk,astropy/astropy#3052,False,False,True,False,PF4,PS4,True,7
taldcroft,astropy/astropy#3052,False,False,True,False,PF4,PS4,True,7
mhvk,numpy/numpy#4586,True,False,True,False,PF1,PS4,True,70
charris,numpy/numpy#4586,False,False,True,False,PF1,PS4,True,70
ahaldane,numpy/numpy#4586,False,False,True,False,PF1,PS4,True,70
taldcroft,astropy/astropy#3023,True,False,True,False,PF1,PS4,True,70
mhvk,astropy/astropy#3023,False,False,True,False,PF1,PS4,True,70
mhvk,numpy/numpy#7156,True,False,False,False,PF2,PS4,False,71
charris,numpy/numpy#7156,False,False,True,False,PF2,PS4,False,71
astrofrog,astropy/astropy#4543,True,False,False,False,PF2,PS4,False,71
mhvk,astropy/astropy#4543,False,False,True,False,PF2,PS4,False,71
eteq,astropy/astropy#4543,False,False,True,False,PF2,PS4,False,71
embray,numpy/numpy#5921,True,False,True,False,PF2,PS5,False,5
charris,numpy/numpy#5921,False,False,True,False,PF2,PS5,False,5
embray,astropy/astropy#3803,False,True,True,False,PF2,PS5,False,5
astrofrog,astropy/astropy#3803,False,False,True,False,PF2,PS5,False,5
juliantaylor,numpy/numpy#4847,True,False,True,False,PF2,PS5,False,10
seberg,numpy/numpy#4847,False,False,True,False,PF2,PS5,False,10
charris,numpy/numpy#4847,False,False,True,False,PF2,PS5,False,10
charris,astropy/astropy#2693,False,True,True,False,PF2,PS5,False,10
embray,astropy/astropy#2693,False,False,True,False,PF2,PS5,False,10
astrofrog,astropy/astropy#2693,False,False,True,False,PF2,PS5,False,10
juliantaylor,astropy/astropy#2693,False,False,True,False,PF2,PS5,False,10
embray,astropy/astropy-helpers#144,True,False,True,False,PF2,PS5,False,15
josePhoenix,astropy/astropy#3541,False,True,True,False,PF2,PS5,False,15
embray,astropy/astropy#3541,False,False,True,False,PF2,PS5,False,15
mhvk,numpy/numpy#3907,True,False,True,False,PF2,PS5,False,35
njsmith,numpy/numpy#3907,False,False,True,False,PF2,PS5,False,35
rgommers,numpy/numpy#3907,False,False,True,False,PF2,PS5,False,35
charris,numpy/numpy#3907,False,False,True,False,PF2,PS5,False,35
astrofrog,astropy/astropy#2701,False,True,False,False,PF2,PS5,False,35
mhvk,astropy/astropy#2701,False,False,True,False,PF2,PS5,False,35
embray,astropy/astropy#2701,False,False,True,False,PF2,PS5,False,35
bsipocz,astropy/astropy#2701,False,False,True,False,PF2,PS5,False,35
embray,numpy/numpy#4494,True,False,True,False,PF2,PS5,False,53
charris,numpy/numpy#4494,False,False,True,False,PF2,PS5,False,53
juliantaylor,numpy/numpy#4494,False,False,True,False,PF2,PS5,False,53
astrofrog,astropy/astropy#1987,False,True,True,False,PF2,PS5,False,53
embray,astropy/astropy#1987,False,False,True,False,PF2,PS5,False,53
EricDepagne,astropy/astroquery#481,True,False,False,False,PF2,PS5,False,55
keflavich,astropy/astroquery#481,False,False,True,False,PF2,PS5,False,55
EricDepagne,astropy/astropy#3399,False,True,False,False,PF2,PS5,False,55
mboquien,astropy/astropy#3399,False,False,True,False,PF2,PS5,False,55
embray,astropy/astropy#3399,False,False,True,False,PF2,PS5,False,55
keflavich,astropy/astropy#3399,False,False,True,False,PF2,PS5,False,55
taldcroft,astropy/astropy#3399,False,False,True,False,PF2,PS5,False,55
astrofrog,astropy/astropy#3399,False,False,True,False,PF2,PS5,False,55
eteq,astropy/astropy#3399,False,False,True,False,PF2,PS5,False,55
mhvk,numpy/numpy#5962,True,False,True,False,PF2,PS5,False,70
embray,numpy/numpy#5962,False,False,True,False,PF2,PS5,False,70
charris,numpy/numpy#5962,False,False,True,False,PF2,PS5,False,70
seberg,numpy/numpy#5962,False,False,True,False,PF2,PS5,False,70
ahaldane,numpy/numpy#5962,False,False,True,False,PF2,PS5,False,70
eric-wieser,numpy/numpy#5962,False,False,True,False,PF2,PS5,False,70
mhvk,astropy/astropy#3848,False,True,True,False,PF2,PS5,False,70
embray,astropy/astropy#3848,False,False,True,False,PF2,PS5,False,70
agramfort,scikit-learn/scikit-learn#3277,True,False,True,False,PF2,PS5,False,76
GaelVaroquaux,scikit-learn/scikit-learn#3277,False,False,True,False,PF2,PS5,False,76
larsmans,scikit-learn/scikit-learn#3277,False,False,True,False,PF2,PS5,False,76
dengemann,mne-tools/mne-python#1401,False,True,True,False,PF2,PS5,False,76
mbillingr,mne-tools/mne-python#1401,False,False,True,False,PF2,PS5,False,76
larsoner,mne-tools/mne-python#1401,False,False,True,False,PF2,PS5,False,76
agramfort,mne-tools/mne-python#1401,False,False,True,False,PF2,PS5,False,76
ogrisel,scipy/scipy#4142,True,False,True,False,PF8,PS6,False,8
stefanv,scipy/scipy#4142,False,False,True,False,PF8,PS6,False,8
ogrisel,scikit-learn/scikit-learn#2986,False,True,True,False,PF8,PS6,False,8
GaelVaroquaux,scikit-learn/scikit-learn#2986,False,False,True,False,PF8,PS6,False,8
marisawallace,scikit-learn/scikit-learn#2986,False,False,True,False,PF8,PS6,False,8
cournape,scikit-learn/scikit-learn#2986,False,False,True,False,PF8,PS6,False,8
amueller,scikit-learn/scikit-learn#2986,False,False,True,False,PF8,PS6,False,8
ogrisel,scikit-learn/scikit-learn#3853,True,False,True,False,PF8,PS6,False,8
amueller,scikit-learn/scikit-learn#3853,False,False,True,False,PF8,PS6,False,8
larsmans,scikit-learn/scikit-learn#3853,False,False,True,False,PF8,PS6,False,8
ogrisel,joblib/joblib#214,True,False,True,False,PF4,PS6,True,9
lesteve,joblib/joblib#214,False,False,True,False,PF4,PS6,True,9
fenghuadong,joblib/joblib#214,False,False,True,False,PF4,PS6,True,9
DonBeo,scikit-learn/scikit-learn#4597,False,True,True,False,PF4,PS6,True,9
agramfort,scikit-learn/scikit-learn#4597,False,False,True,False,PF4,PS6,True,9
lesteve,scikit-learn/scikit-learn#4597,False,False,True,False,PF4,PS6,True,9
amueller,scikit-learn/scikit-learn#4597,False,False,True,False,PF4,PS6,True,9
koefoed,scikit-learn/scikit-learn#4597,False,False,True,False,PF4,PS6,True,9
ogrisel,scikit-learn/scikit-learn#4597,False,False,True,False,PF4,PS6,True,9
ogrisel,scikit-learn/scikit-learn#4684,True,False,True,False,PF4,PS6,True,9
amueller,scikit-learn/scikit-learn#4684,False,False,True,False,PF4,PS6,True,9
agramfort,scikit-learn/scikit-learn#4684,False,False,True,False,PF4,PS6,True,9
ev-br,numpy/numpy#6936,True,False,True,False,PF5,PS6,True,21
charris,numpy/numpy#6936,False,False,True,False,PF5,PS6,True,21
endolith,scipy/scipy#5629,False,True,True,False,PF5,PS6,True,21
ev-br,scipy/scipy#5629,False,False,True,False,PF5,PS6,True,21
rgommers,scipy/scipy#5629,False,False,True,False,PF5,PS6,True,21
rgommers,scipy/scipy#5661,True,False,True,False,PF5,PS6,True,21
ev-br,scipy/scipy#5661,False,False,True,False,PF5,PS6,True,21
charris,scipy/scipy#5661,False,False,True,False,PF5,PS6,True,21
cgohlke,numpy/numpy#4602,True,False,False,False,PF6,PS6,False,24
charris,numpy/numpy#4602,False,False,True,False,PF6,PS6,False,24
cgohlke,scipy/scipy#3306,False,True,True,False,PF6,PS6,False,24
rgommers,scipy/scipy#3306,False,False,True,False,PF6,PS6,False,24
pv,scipy/scipy#3306,False,False,True,False,PF6,PS6,False,24
cgohlke,scipy/scipy#3534,True,False,False,False,PF6,PS6,False,24
rgommers,scipy/scipy#3534,False,False,True,False,PF6,PS6,False,24
juliantaylor,numpy/numpy#5316,True,False,True,False,PS4,PS6,False,37
njsmith,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
charris,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
cournape,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
matthew-brett,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
pv,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
stonebig,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
rgommers,numpy/numpy#5316,False,False,True,False,PS4,PS6,False,37
cournape,scipy/scipy#4168,False,True,True,False,PS4,PS6,False,37
pv,scipy/scipy#4168,False,False,True,False,PS4,PS6,False,37
charris,scipy/scipy#4168,False,False,True,False,PS4,PS6,False,37
juliantaylor,scipy/scipy#4168,False,False,True,False,PS4,PS6,False,37
pv,scipy/scipy#4241,True,False,True,False,PS4,PS6,False,37
rgommers,scipy/scipy#4241,False,False,True,False,PS4,PS6,False,37
argriffing,scipy/scipy#4241,False,False,True,False,PS4,PS6,False,37
cournape,scipy/scipy#4241,False,False,True,False,PS4,PS6,False,37
lesteve,joblib/joblib#192,False,True,True,False,PF4,PS7,True,19
GaelVaroquaux,joblib/joblib#192,False,False,True,False,PF4,PS7,True,19
ogrisel,joblib/joblib#192,False,False,True,False,PF4,PS7,True,19
ogrisel,scikit-learn/scikit-learn#3596,False,True,True,False,PF4,PS7,True,19
ogrisel,scikit-learn/scikit-learn#5355,True,False,True,False,PF4,PS7,True,19
jnothman,scikit-learn/scikit-learn#5355,False,False,True,False,PF4,PS7,True,19
TomDLT,scikit-learn/scikit-learn#5355,False,False,True,False,PF4,PS7,True,19
amueller,scikit-learn/scikit-learn#5355,False,False,True,False,PF4,PS7,True,19
joshpangell,codemirror/codemirror5#332,False,True,True,False,PF4,PS7,True,16
marijnh,codemirror/codemirror5#332,False,False,True,False,PF4,PS7,True,16
dsmall,codemirror/codemirror5#332,False,False,True,False,PF4,PS7,True,16
peterkroon,codemirror/codemirror5#332,False,False,True,False,PF4,PS7,True,16
minrk,codemirror/codemirror5#332,False,False,True,False,PF4,PS7,True,16
mattcph,codemirror/codemirror5#332,False,False,True,False,PF4,PS7,True,16
Steffi3rd,codemirror/codemirror5#332,False,False,True,False,PF4,PS7,True,16
fonnesbeck,ipython/ipython#3375,False,True,True,False,PF4,PS7,True,16
minrk,ipython/ipython#3375,False,False,True,False,PF4,PS7,True,16
minrk,ipython/ipython#3378,True,False,False,False,PF4,PS7,True,16
Carreau,ipython/ipython#3378,False,False,True,False,PF4,PS7,True,16
jreback,pandas-dev/pandas#4737,False,True,True,False,PF4,PS7,True,33
shoyer,pandas-dev/pandas#4737,False,False,True,False,PF4,PS7,True,33
embray,pandas-dev/pandas#4737,False,False,True,False,PF4,PS7,True,33
elehcim,pandas-dev/pandas#4737,False,False,True,False,PF4,PS7,True,33
musicinmybrain,pandas-dev/pandas#4737,False,False,True,False,PF4,PS7,True,33
cdeil,astropy/astropy#1156,False,True,True,False,PF4,PS7,True,33
embray,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
astrofrog,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
taldcroft,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
Cadair,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
andrevitorelli,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
rasmi,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
mhvk,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
mwcraig,astropy/astropy#1156,False,False,True,False,PF4,PS7,True,33
astrofrog,astropy/astropy#3729,True,False,True,False,PF4,PS7,True,33
cdeil,astropy/astropy#3729,False,False,True,False,PF4,PS7,True,33
taldcroft,astropy/astropy#3729,False,False,True,False,PF4,PS7,True,33
embray,astropy/astropy#3729,False,False,True,False,PF4,PS7,True,33
taldcroft,liberfa/erfa#4,False,True,True,False,PF8,PS7,False,64
eteq,liberfa/erfa#4,False,False,True,False,PF8,PS7,False,64
timj,liberfa/erfa#4,False,False,True,False,PF8,PS7,False,64
scottransom,liberfa/erfa#4,False,False,True,False,PF8,PS7,False,64
taldcroft,astropy/astropy#1031,False,True,True,False,PF8,PS7,False,64
eteq,astropy/astropy#1031,False,False,True,False,PF8,PS7,False,64
embray,astropy/astropy#1031,False,False,True,False,PF8,PS7,False,64
eteq,astropy/astropy#2497,True,False,True,False,PF8,PS7,False,64
astrofrog,astropy/astropy#2497,False,False,True,False,PF8,PS7,False,64
taldcroft,astropy/astropy#2497,False,False,True,False,PF8,PS7,False,64
rgommers,pypa/pip#2256,False,True,True,False,PF4,PS10,True,20
dstufft,pypa/pip#2256,False,False,True,False,PF4,PS10,True,20
argriffing,pypa/pip#2256,False,False,True,False,PF4,PS10,True,20
ahjulstad,scipy/scipy#4512,True,False,False,False,PF4,PS10,True,20
argriffing,scipy/scipy#4512,False,False,True,False,PF4,PS10,True,20
pv,scipy/scipy#4512,False,False,True,False,PF4,PS10,True,20
rgommers,scipy/scipy#4512,False,False,True,False,PF4,PS10,True,20
rgommers,pypa/pip#2256,False,True,True,False,PF4,PS10,True,20
dstufft,pypa/pip#2256,False,False,True,False,PF4,PS10,True,20
argriffing,pypa/pip#2256,False,False,True,False,PF4,PS10,True,20
ahjulstad,numpy/numpy#5556,True,False,False,False,PF4,PS10,True,20
charris,numpy/numpy#5556,False,False,True,False,PF4,PS10,True,20
MSeifert04,numpy/numpy#7330,False,True,True,False,PF4,PS10,True,132
jakirkham,numpy/numpy#7330,False,False,True,False,PF4,PS10,True,132
mhvk,numpy/numpy#7330,False,False,True,False,PF4,PS10,True,132
mdhaber,numpy/numpy#7330,False,False,True,False,PF4,PS10,True,132
Vital-Fernandez,numpy/numpy#7330,False,False,True,False,PF4,PS10,True,132
MSeifert04,astropy/astropy#4658,True,False,True,False,PF4,PS10,True,132
mhvk,astropy/astropy#4658,False,False,True,False,PF4,PS10,True,132
mhvk,numpy/numpy#4564,False,True,True,False,PF4,PS10,True,42
seberg,numpy/numpy#4564,False,False,True,False,PF4,PS10,True,42
mhvk,astropy/astropy#2251,True,False,True,False,PF4,PS10,True,42
mdboom,astropy/astropy#2251,False,False,True,False,PF4,PS10,True,42
embray,astropy/astropy#2251,False,False,True,False,PF4,PS10,True,42
ccazabon,python-pillow/Pillow#990,False,True,False,False,PF4,PS10,True,47
wiredfool,python-pillow/Pillow#990,False,False,True,False,PF4,PS10,True,47
WarrenWeckesser,scipy/scipy#4041,True,False,True,False,PF4,PS10,True,47
juliantaylor,scipy/scipy#4041,False,False,True,False,PF4,PS10,True,47
wiredfool,scipy/scipy#4041,False,False,True,False,PF4,PS10,True,47
richardgmcmahon,GalSim-developers/GalSim#586,False,True,True,False,PF4,PS10,True,48
rmjarvis,GalSim-developers/GalSim#586,False,False,True,False,PF4,PS10,True,48
embray,GalSim-developers/GalSim#586,False,False,True,False,PF4,PS10,True,48
richardgmcmahon,astropy/astropy#2750,True,False,True,False,PF4,PS10,True,48
embray,astropy/astropy#2750,False,False,True,False,PF4,PS10,True,48
eteq,mathjax/MathJax#795,False,True,True,False,PF1,PS10,True,56
pkra,mathjax/MathJax#795,False,False,True,False,PF1,PS10,True,56
dpvc,mathjax/MathJax#795,False,False,True,False,PF1,PS10,True,56
eteq,astropy/astropy#2286,True,False,True,False,PF1,PS10,True,56
mdboom,astropy/astropy#2286,False,False,True,False,PF1,PS10,True,56
mhvk,astropy/astropy#2286,False,False,True,False,PF1,PS10,True,56
eteq,mathjax/MathJax#795,False,True,True,False,PF2,PS12,False,56
pkra,mathjax/MathJax#795,False,False,True,False,PF2,PS12,False,56
dpvc,mathjax/MathJax#795,False,False,True,False,PF2,PS12,False,56
eteq,ipython/ipython#5533,False,True,True,False,PF2,PS12,False,56
takluyver,ipython/ipython#5533,False,False,True,False,PF2,PS12,False,56
pkra,ipython/ipython#5533,False,False,True,False,PF2,PS12,False,56
bamboocza,ContinuumIO/anaconda-issues#650,False,True,True,False,PF5,PS13,True,59
ilanschnell,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
SMeo,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
wholmgren,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
roessland,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
andyljones,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
liartar,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
oxsem,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
htylab,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
oliche,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
rhaxton,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
tvt173,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
pengzhxyz,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
agamemnonc,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
Tokin256,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
erfannoury,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
CompPhysChris,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
msarahan,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
youkilee,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
ai-bites,ContinuumIO/anaconda-issues#650,False,False,True,False,PF5,PS13,True,59
saulomeirelles,scipy/scipy#5882,False,True,True,False,PF5,PS13,True,59
pv,scipy/scipy#5882,False,False,True,False,PF5,PS13,True,59
oxsem,scipy/scipy#5882,False,False,True,False,PF5,PS13,True,59
angelnaviavazquez,scipy/scipy#5882,False,False,True,False,PF5,PS13,True,59
cdboschen,scipy/scipy#5882,False,False,True,False,PF5,PS13,True,59
saulomeirelles,wesleybowman/UTide#30,False,True,True,False,PF5,PS13,True,59
ocefpaf,wesleybowman/UTide#30,False,False,True,False,PF5,PS13,True,59
efiring,wesleybowman/UTide#30,False,False,True,False,PF5,PS13,True,59
ocefpaf,wesleybowman/UTide#34,True,False,True,False,PF5,PS13,True,59
efiring,wesleybowman/UTide#34,False,False,True,False,PF5,PS13,True,59
pv,numpy/numpy#5895,False,True,False,False,PF5,PS14,True,72
argriffing,scipy/scipy#4895,False,True,False,False,PF5,PS14,True,72
pv,scipy/scipy#4895,False,False,True,False,PF5,PS14,True,72
rgommers,scipy/scipy#4895,False,False,True,False,PF5,PS14,True,72
argriffing,scipy/scipy#4896,True,False,True,False,PF5,PS14,True,72
rgommers,scipy/scipy#4896,False,False,True,False,PF5,PS14,True,72
WarrenWeckesser,scipy/scipy#4896,False,False,True,False,PF5,PS14,True,72
pv,scipy/scipy#4896,False,False,True,False,PF5,PS14,True,72
matthew-brett,nipy/dipy#611,False,True,False,False,PF5,PS14,True,72
arokem,nipy/dipy#611,False,False,True,False,PF5,PS14,True,72
arokem,nipy/dipy#612,True,False,True,False,PF5,PS14,True,72
MrBago,nipy/dipy#612,False,False,True,False,PF5,PS14,True,72
matthew-brett,nipy/dipy#612,False,False,True,False,PF5,PS14,True,72
ghost,nipy/dipy#612,False,False,True,False,PF5,PS14,True,72
omarocegueda,nipy/dipy#612,False,False,True,False,PF5,PS14,True,72
batterseapower,scipy/scipy#452,True,False,True,False,PF2,PS13,False,79
pv,scipy/scipy#452,False,False,True,False,PF2,PS13,False,79
rgommers,scipy/scipy#452,False,False,True,False,PF2,PS13,False,79
matthew-brett,scipy/scipy#452,False,False,True,False,PF2,PS13,False,79
charris,numpy/numpy#2655,False,False,True,False,PF6,PS1,True,61
rgommers,numpy/numpy#2655,False,False,True,False,PF6,PS1,True,61
dpantele,scipy/scipy#2138,False,False,True,False,PF4,PS1,True,60
stefanv,scipy/scipy#2138,False,False,True,False,PF4,PS1,True,60
charris,scipy/scipy#2138,False,False,True,False,PF4,PS1,True,60
rgommers,scipy/scipy#2138,False,False,True,False,PF4,PS1,True,60
pv,scipy/scipy#2138,False,False,True,False,PF4,PS1,True,60
WarrenWeckesser,scipy/scipy#2138,False,False,True,False,PF4,PS1,True,60
marijnh,codemirror/codemirror5#,True,False,False,False,PF2,PS1,False,11
charris,numpy/numpy#,True,False,False,False,PF6,PS1,True,61
marijnh,codemirror/codemirror5#,True,False,False,False,PF2,PS1,False,69
